,date_effet_grille,ib,code_grade_NETNEH,echelon,max_mois,min_mois,moy_mois,libelle_FP,libelle_grade_NEG,code_grade_NEG,code_grade
7776,2013-07-07,396,TTH4,04,36,24,-1,FONCTION PUBLIQUE TERRITORIALE,ADJOINT TECHNIQUE PRINCIPAL DE 1ERE CLASSE,796,796
7777,2013-07-07,424,TTH4,05,36,24,-1,FONCTION PUBLIQUE TERRITORIALE,ADJOINT TECHNIQUE PRINCIPAL DE 1ERE CLASSE,796,796
7778,2013-07-07,449,TTH4,06,48,36,-1,FONCTION PUBLIQUE TERRITORIALE,ADJOINT TECHNIQUE PRINCIPAL DE 1ERE CLASSE,796,796
7779,2013-07-07,479,TTH4,07,48,36,-1,FONCTION PUBLIQUE TERRITORIALE,ADJOINT TECHNIQUE PRINCIPAL DE 1ERE CLASSE,796,796
7780,2013-07-07,499,TTH4,08,-1,-1,-1,FONCTION PUBLIQUE TERRITORIALE,ADJOINT TECHNIQUE PRINCIPAL DE 1ERE CLASSE,796,796
7781,2014-01-02,358,TTH4,01,12,12,-1,FONCTION PUBLIQUE TERRITORIALE,ADJOINT TECHNIQUE PRINCIPAL DE 1ERE CLASSE,796,796
7782,2014-01-02,367,TTH4,02,12,12,-1,FONCTION PUBLIQUE TERRITORIALE,ADJOINT TECHNIQUE PRINCIPAL DE 1ERE CLASSE,796,796
7783,2014-01-02,380,TTH4,03,24,20,-1,FONCTION PUBLIQUE TERRITORIALE,ADJOINT TECHNIQUE PRINCIPAL DE 1ERE CLASSE,796,796
7784,2014-01-02,404,TTH4,04,24,20,-1,FONCTION PUBLIQUE TERRITORIALE,ADJOINT TECHNIQUE PRINCIPAL DE 1ERE CLASSE,796,796
7785,2014-01-02,430,TTH4,05,36,30,-1,FONCTION PUBLIQUE TERRITORIALE,ADJOINT TECHNIQUE PRINCIPAL DE 1ERE CLASSE,796,796
7786,2014-01-02,450,TTH4,06,36,30,-1,FONCTION PUBLIQUE TERRITORIALE,ADJOINT TECHNIQUE PRINCIPAL DE 1ERE CLASSE,796,796
7787,2014-01-02,481,TTH4,07,48,40,-1,FONCTION PUBLIQUE TERRITORIALE,ADJOINT TECHNIQUE PRINCIPAL DE 1ERE CLASSE,796,796
7788,2014-01-02,500,TTH4,08,48,40,-1,FONCTION PUBLIQUE TERRITORIALE,ADJOINT TECHNIQUE PRINCIPAL DE 1ERE CLASSE,796,796
7789,2014-01-02,536,TTH4,09,-1,-1,-1,FONCTION PUBLIQUE TERRITORIALE,ADJOINT TECHNIQUE PRINCIPAL DE 1ERE CLASSE,796,796
7790,2015-01-01,364,TTH4,01,12,12,-1,FONCTION PUBLIQUE TERRITORIALE,ADJOINT TECHNIQUE PRINCIPAL DE 1ERE CLASSE,796,796
7791,2015-01-01,374,TTH4,02,12,12,-1,FONCTION PUBLIQUE TERRITORIALE,ADJOINT TECHNIQUE PRINCIPAL DE 1ERE CLASSE,796,796
7792,2015-01-01,388,TTH4,03,24,20,-1,FONCTION PUBLIQUE TERRITORIALE,ADJOINT TECHNIQUE PRINCIPAL DE 1ERE CLASSE,796,796
7793,2015-01-01,416,TTH4,04,24,20,-1,FONCTION PUBLIQUE TERRITORIALE,ADJOINT TECHNIQUE PRINCIPAL DE 1ERE CLASSE,796,796
7794,2015-01-01,437,TTH4,05,36,30,-1,FONCTION PUBLIQUE TERRITORIALE,ADJOINT TECHNIQUE PRINCIPAL DE 1ERE CLASSE,796,796
7795,2015-01-01,457,TTH4,06,36,30,-1,FONCTION PUBLIQUE TERRITORIALE,ADJOINT TECHNIQUE PRINCIPAL DE 1ERE CLASSE,796,796
7796,2015-01-01,488,TTH4,07,48,40,-1,FONCTION PUBLIQUE TERRITORIALE,ADJOINT TECHNIQUE PRINCIPAL DE 1ERE CLASSE,796,796
7797,2015-01-01,506,TTH4,08,48,40,-1,FONCTION PUBLIQUE TERRITORIALE,ADJOINT TECHNIQUE PRINCIPAL DE 1ERE CLASSE,796,796
7798,2015-01-01,543,TTH4,09,-1,-1,-1,FONCTION PUBLIQUE TERRITORIALE,ADJOINT TECHNIQUE PRINCIPAL DE 1ERE CLASSE,796,796
