,ident,echelon,period,grade
781947,2450352,3,2011-01-31,793
781953,2450353,1,2011-01-31,793
781959,2450355,1,2011-01-31,793
781965,2450362,1,2011-01-31,793
781971,2450363,2,2011-01-31,793
781977,2450368,2,2011-01-31,793
781983,2450391,6,2011-01-31,793
781994,2450393,5,2011-01-31,793
782000,2450410,3,2011-01-31,793
782006,2450413,5,2011-01-31,793
782012,2450416,5,2011-01-31,793
782019,2450423,3,2011-01-31,793
782025,2450424,4,2011-01-31,793
782032,2450425,3,2011-01-31,793
782038,2450439,2,2011-01-31,793
782044,2450479,3,2011-01-31,793
782051,2450485,3,2011-01-31,793
782055,2450489,3,2011-01-31,793
782062,2450621,3,2011-01-31,793
782068,2450622,7,2011-01-31,793
782074,2450623,6,2011-01-31,793
782081,2450624,4,2011-01-31,793
782087,2450626,7,2011-01-31,793
782094,2450629,3,2011-01-31,793
782102,2450637,7,2011-01-31,793
782108,2450638,6,2011-01-31,793
782114,2450642,5,2011-01-31,793
782120,2450643,5,2011-01-31,793
782125,2450645,3,2011-01-31,793
782131,2450647,4,2011-01-31,793
782137,2450650,4,2011-01-31,793
782142,2450652,6,2011-01-31,793
782148,2450654,3,2011-01-31,793
782154,2450657,3,2011-01-31,793
782160,2450665,3,2011-01-31,793
782166,2450667,4,2011-01-31,793
782171,2450668,4,2011-01-31,793
782177,2450671,4,2011-01-31,794
782183,2450673,3,2011-01-31,793
782188,2450675,3,2011-01-31,793
782194,2450676,3,2011-01-31,793
782200,2450684,3,2011-01-31,793
782206,2450685,1,2011-01-31,793
782212,2450695,2,2011-01-31,793
782218,2450701,2,2011-01-31,793
782224,2450703,3,2011-01-31,793
782230,2450709,1,2011-01-31,793
782236,2450713,2,2011-01-31,793
782240,2450714,2,2011-01-31,793
782246,2450715,3,2011-01-31,793
782252,2450716,2,2011-01-31,793
782258,2450717,2,2011-01-31,793
782264,2450718,1,2011-01-31,793
782268,2450721,1,2011-01-31,793
782274,2450731,5,2011-01-31,793
782280,2450742,6,2011-01-31,793
782286,2450756,3,2011-01-31,793
782292,2450771,2,2011-01-31,793
782298,2450773,5,2011-01-31,793
782304,2450778,4,2011-01-31,793
782310,2450783,3,2011-01-31,793
782316,2450788,5,2011-01-31,793
782322,2450792,2,2011-01-31,793
782328,2450793,3,2011-01-31,793
782333,2450798,2,2011-01-31,793
782336,2450834,3,2011-01-31,793
782342,2450869,3,2011-01-31,793
782346,2450906,1,2011-01-31,793
782352,2450925,2,2011-01-31,793
782358,2450972,7,2011-01-31,793
782364,2450974,1,2011-01-31,793
782374,2450975,4,2011-01-31,794
782379,2450977,3,2011-01-31,793
782386,2450978,7,2011-01-31,793
782392,2450983,5,2011-01-31,793
782398,2450994,3,2011-01-31,793
782404,2451025,2,2011-01-31,793
782410,2451037,2,2011-01-31,793
782417,2451043,2,2011-01-31,793
782423,2451048,2,2011-01-31,793
782429,2451049,2,2011-01-31,793
782435,2451050,1,2011-01-31,793
782441,2451051,2,2011-01-31,793
782447,2451104,2,2011-01-31,793
782453,2451108,4,2011-01-31,793
782459,2451119,6,2011-01-31,794
782465,2451159,2,2011-01-31,793
782469,2451175,3,2011-01-31,793
782475,2451204,4,2011-01-31,793
782481,2451212,1,2011-01-31,793
782487,2451218,3,2011-01-31,793
782494,2451224,3,2011-01-31,793
782500,2451230,4,2011-01-31,793
782506,2451276,2,2011-01-31,793
782512,2451283,3,2011-01-31,793
782518,2451319,9,2011-01-31,793
782524,2451320,5,2011-01-31,793
782530,2451321,6,2011-01-31,793
782536,2451323,4,2011-01-31,793
782540,2451324,7,2011-01-31,793
782546,2451325,5,2011-01-31,793
782553,2451328,6,2011-01-31,793
782559,2451330,6,2011-01-31,793
782565,2451335,6,2011-01-31,793
782571,2451336,1,2011-01-31,793
782576,2451344,4,2011-01-31,793
782583,2451347,2,2011-01-31,793
782589,2451350,6,2011-01-31,793
782595,2451355,3,2011-01-31,793
782601,2451356,5,2011-01-31,793
782607,2451364,4,2011-01-31,793
782612,2451368,5,2011-01-31,793
782615,2451388,2,2011-01-31,793
782620,2451390,4,2011-01-31,793
782626,2451392,2,2011-01-31,793
782632,2451395,3,2011-01-31,793
782636,2451399,2,2011-01-31,793
782642,2451401,1,2011-01-31,793
782649,2451421,3,2011-01-31,793
782656,2451423,3,2011-01-31,793
782662,2451430,3,2011-01-31,793
782669,2451433,3,2011-01-31,793
782675,2451435,1,2011-01-31,793
782682,2451463,3,2011-01-31,793
782688,2451475,5,2011-01-31,793
782692,2451482,5,2011-01-31,793
782698,2451489,5,2011-01-31,793
782704,2451493,3,2011-01-31,793
782710,2451509,7,2011-01-31,795
782713,2451510,2,2011-01-31,793
782719,2451513,3,2011-01-31,793
782725,2451524,3,2011-01-31,793
782731,2451525,3,2011-01-31,794
782739,2451527,4,2011-01-31,793
782745,2451532,4,2011-01-31,793
782751,2451536,6,2011-01-31,793
782757,2451545,3,2011-01-31,793
782763,2451549,3,2011-01-31,793
782769,2451558,2,2011-01-31,793
782775,2451561,3,2011-01-31,793
782781,2451605,3,2011-01-31,793
782787,2451611,2,2011-01-31,793
782793,2451636,3,2011-01-31,793
782800,2451673,2,2011-01-31,793
782806,2451687,1,2011-01-31,793
782813,2451720,5,2011-01-31,793
782819,2451731,7,2011-01-31,793
782825,2451736,7,2011-01-31,794
782831,2451740,1,2011-01-31,793
782837,2451753,3,2011-01-31,793
782844,2451775,2,2011-01-31,793
782850,2451783,2,2011-01-31,793
782856,2451792,2,2011-01-31,793
782862,2451793,2,2011-01-31,793
782868,2451798,3,2011-01-31,793
782875,2451848,2,2011-01-31,793
782881,2451851,1,2011-01-31,793
782888,2451853,2,2011-01-31,793
782895,2451891,5,2011-01-31,793
782901,2451896,1,2011-01-31,793
782907,2451972,3,2011-01-31,793
782913,2451995,6,2011-01-31,793
782920,2452076,5,2011-01-31,793
782926,2452080,3,2011-01-31,793
782932,2452089,2,2011-01-31,793
782938,2452104,3,2011-01-31,793
782944,2452220,6,2011-01-31,793
782950,2452228,3,2011-01-31,793
782956,2452241,5,2011-01-31,793
782963,2452243,5,2011-01-31,793
782969,2452244,6,2011-01-31,795
782975,2452252,3,2011-01-31,793
782981,2452263,4,2011-01-31,793
782987,2452264,3,2011-01-31,793
782991,2452280,2,2011-01-31,793
782997,2452282,1,2011-01-31,793
783003,2452295,2,2011-01-31,793
783009,2452296,1,2011-01-31,793
783015,2452297,3,2011-01-31,793
783021,2452301,1,2011-01-31,793
783028,2452304,3,2011-01-31,793
783032,2452305,3,2011-01-31,793
783038,2452308,3,2011-01-31,793
783044,2452311,2,2011-01-31,793
783051,2452315,2,2011-01-31,793
783057,2452318,1,2011-01-31,793
783063,2452321,1,2011-01-31,793
783070,2452353,2,2011-01-31,793
783076,2452373,4,2011-01-31,793
783082,2452507,4,2011-01-31,793
783088,2452557,7,2011-01-31,795
783091,2452558,8,2011-01-31,794
783094,2452560,8,2011-01-31,793
783098,2452564,2,2011-01-31,793
783104,2452568,6,2011-01-31,793
783111,2452572,7,2011-01-31,793
783118,2452584,5,2011-01-31,793
783122,2452589,5,2011-01-31,794
783126,2452590,3,2011-01-31,793
783133,2452591,5,2011-01-31,793
783139,2452595,3,2011-01-31,793
783145,2452598,3,2011-01-31,793
783153,2452605,4,2011-01-31,793
783159,2452609,6,2011-01-31,794
783165,2452612,2,2011-01-31,793
783171,2452616,4,2011-01-31,794
783174,2452618,5,2011-01-31,794
783178,2452629,1,2011-01-31,793
783186,2452634,5,2011-01-31,793
783192,2452636,2,2011-01-31,793
783198,2452638,3,2011-01-31,793
783205,2452641,2,2011-01-31,793
783211,2452650,2,2011-01-31,793
783216,2452652,2,2011-01-31,793
783222,2452661,2,2011-01-31,793
783228,2452662,1,2011-01-31,793
783234,2452663,3,2011-01-31,793
783240,2452722,4,2011-01-31,793
783246,2452728,3,2011-01-31,793
783252,2452731,3,2011-01-31,793
783260,2452737,4,2011-01-31,794
783267,2452749,2,2011-01-31,793
783273,2452756,2,2011-01-31,793
783279,2452768,4,2011-01-31,793
783285,2452778,4,2011-01-31,793
783291,2452782,4,2011-01-31,793
783297,2452800,1,2011-01-31,793
783303,2452814,3,2011-01-31,793
783309,2452834,3,2011-01-31,793
783315,2452887,2,2011-01-31,793
783318,2452897,2,2011-01-31,793
783324,2452917,2,2011-01-31,793
783331,2452923,5,2011-01-31,793
783338,2452925,2,2011-01-31,793
783345,2452929,2,2011-01-31,793
783351,2452938,3,2011-01-31,794
783357,2452941,4,2011-01-31,794
783362,2452944,5,2011-01-31,793
783368,2452947,2,2011-01-31,794
783374,2452951,3,2011-01-31,793
783380,2452957,1,2011-01-31,793
783386,2452959,4,2011-01-31,793
783392,2452960,4,2011-01-31,793
783398,2452981,3,2011-01-31,793
783404,2452987,2,2011-01-31,793
783410,2452988,3,2011-01-31,793
783416,2452990,2,2011-01-31,793
783421,2452997,1,2011-01-31,793
783427,2453005,2,2011-01-31,793
783433,2453008,2,2011-01-31,793
783439,2453011,2,2011-01-31,793
783446,2453039,2,2011-01-31,793
783452,2453078,3,2011-01-31,793
783458,2453082,7,2011-01-31,793
783462,2453083,3,2011-01-31,793
783468,2453103,2,2011-01-31,793
783475,2453111,4,2011-01-31,793
783480,2453117,4,2011-01-31,793
783486,2453148,4,2011-01-31,793
783492,2453164,1,2011-01-31,793
783498,2453189,1,2011-01-31,793
783505,2453200,2,2011-01-31,793
783511,2453215,2,2011-01-31,794
783517,2453281,4,2011-01-31,793
783524,2453287,7,2011-01-31,793
783530,2453294,6,2011-01-31,793
783536,2453296,4,2011-01-31,793
783542,2453298,5,2011-01-31,793
783548,2453320,5,2011-01-31,793
783554,2453322,1,2011-01-31,793
783557,2453344,4,2011-01-31,793
783563,2453347,2,2011-01-31,793
783569,2453351,2,2011-01-31,793
783574,2453357,4,2011-01-31,793
783580,2453360,3,2011-01-31,793
783586,2453361,4,2011-01-31,793
783590,2453366,3,2011-01-31,793
783593,2453369,3,2011-01-31,793
783599,2453374,3,2011-01-31,793
783605,2453375,3,2011-01-31,793
783612,2453377,3,2011-01-31,793
783618,2453378,2,2011-01-31,793
783621,2453380,3,2011-01-31,793
783627,2453383,3,2011-01-31,793
783633,2453388,2,2011-01-31,793
783639,2453392,2,2011-01-31,793
783644,2453393,3,2011-01-31,793
783650,2453402,3,2011-01-31,793
783656,2453403,2,2011-01-31,793
783662,2453404,2,2011-01-31,793
783668,2453409,2,2011-01-31,793
783675,2453410,2,2011-01-31,793
783681,2453414,1,2011-01-31,793
783687,2453452,5,2011-01-31,793
783693,2453471,1,2011-01-31,793
783699,2453472,4,2011-01-31,793
783705,2453474,4,2011-01-31,793
783711,2453494,3,2011-01-31,793
783718,2453501,3,2011-01-31,793
783724,2453508,4,2011-01-31,793
783730,2453509,4,2011-01-31,793
783736,2453515,4,2011-01-31,793
783742,2453520,3,2011-01-31,793
783748,2453523,4,2011-01-31,793
783754,2453538,4,2011-01-31,793
783760,2453551,4,2011-01-31,793
783766,2453553,3,2011-01-31,793
783772,2453559,4,2011-01-31,793
783778,2453561,3,2011-01-31,793
783784,2453569,4,2011-01-31,793
783790,2453586,3,2011-01-31,793
783796,2453592,3,2011-01-31,793
783803,2453599,3,2011-01-31,793
783809,2453611,4,2011-01-31,793
783815,2453619,4,2011-01-31,793
783821,2453644,3,2011-01-31,793
783827,2453656,2,2011-01-31,793
783833,2453665,2,2011-01-31,793
783839,2453722,3,2011-01-31,793
783845,2453734,5,2011-01-31,793
783851,2453737,8,2011-01-31,793
783857,2453738,1,2011-01-31,793
783863,2453739,4,2011-01-31,793
783868,2453742,5,2011-01-31,793
783872,2453748,2,2011-01-31,793
783885,2453752,5,2011-01-31,794
783891,2453758,4,2011-01-31,793
783897,2453763,4,2011-01-31,793
783903,2453764,4,2011-01-31,793
783909,2453765,1,2011-01-31,793
783915,2453766,5,2011-01-31,793
783921,2453778,3,2011-01-31,793
783927,2453785,2,2011-01-31,793
783933,2453787,3,2011-01-31,793
783940,2453789,3,2011-01-31,793
783946,2453791,1,2011-01-31,793
783952,2453793,3,2011-01-31,793
783958,2453794,2,2011-01-31,793
783964,2453801,2,2011-01-31,793
783970,2453802,2,2011-01-31,793
783976,2453811,2,2011-01-31,793
783982,2453825,3,2011-01-31,793
783988,2453861,4,2011-01-31,793
783994,2453875,4,2011-01-31,793
784000,2453894,4,2011-01-31,793
784006,2453896,4,2011-01-31,793
784012,2453912,3,2011-01-31,793
784018,2453913,2,2011-01-31,793
784025,2453922,5,2011-01-31,793
784032,2453926,3,2011-01-31,793
784038,2453937,3,2011-01-31,793
784046,2454024,4,2011-01-31,793
784052,2454043,2,2011-01-31,793
784058,2454100,2,2011-01-31,793
784065,2454124,5,2011-01-31,793
784071,2454126,7,2011-01-31,793
784077,2454127,5,2011-01-31,793
784083,2454129,5,2011-01-31,793
784086,2454131,1,2011-01-31,793
784093,2454134,6,2011-01-31,793
784099,2454137,2,2011-01-31,793
784105,2454138,6,2011-01-31,793
784108,2454148,5,2011-01-31,794
784114,2454157,3,2011-01-31,793
784120,2454158,4,2011-01-31,793
784126,2454161,2,2011-01-31,793
784132,2454168,5,2011-01-31,793
784139,2454177,2,2011-01-31,793
784145,2454178,3,2011-01-31,793
784150,2454183,3,2011-01-31,793
784155,2454185,2,2011-01-31,793
784160,2454187,2,2011-01-31,793
784166,2454189,1,2011-01-31,793
784172,2454192,2,2011-01-31,793
784178,2454203,7,2011-01-31,793
784184,2454204,2,2011-01-31,793
784190,2454209,6,2011-01-31,793
784195,2454216,5,2011-01-31,793
784201,2454235,3,2011-01-31,793
784207,2454249,5,2011-01-31,793
784213,2454313,2,2011-01-31,793
784219,2454327,2,2011-01-31,793
784228,2454363,5,2011-01-31,793
784239,2454365,7,2011-01-31,793
784245,2454369,1,2011-01-31,793
784256,2454374,3,2011-01-31,793
784266,2454379,8,2011-01-31,793
784272,2454380,3,2011-01-31,793
784278,2454382,1,2011-01-31,793
784282,2454384,3,2011-01-31,793
784288,2454386,4,2011-01-31,793
784296,2454387,5,2011-01-31,793
784302,2454393,5,2011-01-31,793
784311,2454397,5,2011-01-31,793
784317,2454399,3,2011-01-31,794
784323,2454401,2,2011-01-31,793
784330,2454413,2,2011-01-31,793
784336,2454422,2,2011-01-31,793
784340,2454423,2,2011-01-31,793
784345,2454424,2,2011-01-31,793
784350,2454451,2,2011-01-31,793
784357,2454458,4,2011-01-31,793
784364,2454480,4,2011-01-31,793
784370,2454489,5,2011-01-31,793
784376,2454502,4,2011-01-31,793
784382,2454512,4,2011-01-31,793
784388,2454541,1,2011-01-31,793
784394,2454596,2,2011-01-31,793
784400,2454613,1,2011-01-31,793
784406,2454620,6,2011-01-31,793
784412,2454623,6,2011-01-31,793
784418,2454625,5,2011-01-31,793
784422,2454627,6,2011-01-31,793
784428,2454636,5,2011-01-31,793
784434,2454638,3,2011-01-31,793
784440,2454639,4,2011-01-31,794
784446,2454671,2,2011-01-31,793
784452,2454672,1,2011-01-31,793
784458,2454693,6,2011-01-31,793
784464,2454702,2,2011-01-31,793
784467,2454724,4,2011-01-31,794
784473,2454738,5,2011-01-31,793
784479,2454771,2,2011-01-31,793
784486,2454812,6,2011-01-31,793
784489,2454813,7,2011-01-31,793
784496,2454814,5,2011-01-31,793
784502,2454818,6,2011-01-31,793
784508,2454821,5,2011-01-31,794
784515,2454824,6,2011-01-31,793
784520,2454830,5,2011-01-31,793
784526,2454832,5,2011-01-31,793
784533,2454833,5,2011-01-31,793
784539,2454854,3,2011-01-31,793
784545,2454855,4,2011-01-31,793
784550,2454856,2,2011-01-31,793
784556,2454857,2,2011-01-31,793
784562,2454859,2,2011-01-31,793
784568,2454862,2,2011-01-31,793
784574,2454864,3,2011-01-31,793
784580,2454865,2,2011-01-31,793
784584,2454869,3,2011-01-31,793
784590,2454870,2,2011-01-31,793
784597,2454872,2,2011-01-31,793
784604,2454873,2,2011-01-31,793
784611,2454882,2,2011-01-31,793
784617,2454886,1,2011-01-31,793
784625,2454893,6,2011-01-31,793
784631,2454897,3,2011-01-31,793
784637,2454905,2,2011-01-31,793
784643,2454915,2,2011-01-31,793
784649,2454919,2,2011-01-31,793
784655,2454924,3,2011-01-31,793
784661,2455028,5,2011-01-31,793
784666,2455030,4,2011-01-31,793
784671,2455037,4,2011-01-31,793
784677,2455038,1,2011-01-31,793
784683,2455039,7,2011-01-31,793
784689,2455040,5,2011-01-31,793
784695,2455041,2,2011-01-31,793
784701,2455043,6,2011-01-31,793
784707,2455052,5,2011-01-31,793
784713,2455053,8,2011-01-31,793
784719,2455054,2,2011-01-31,793
784723,2455056,4,2011-01-31,793
784729,2455066,2,2011-01-31,793
784735,2455078,5,2011-01-31,793
784741,2455084,2,2011-01-31,793
784747,2455099,4,2011-01-31,793
784753,2455101,3,2011-01-31,793
784759,2455107,4,2011-01-31,793
784765,2455115,3,2011-01-31,793
784771,2455120,4,2011-01-31,794
784778,2455126,3,2011-01-31,793
784784,2455133,3,2011-01-31,793
784791,2455137,4,2011-01-31,793
784797,2455147,4,2011-01-31,793
784803,2455160,2,2011-01-31,793
784809,2455162,4,2011-01-31,793
784815,2455165,1,2011-01-31,793
784820,2455183,3,2011-01-31,793
784826,2455190,3,2011-01-31,793
784832,2455194,2,2011-01-31,793
784838,2455199,3,2011-01-31,793
784843,2455206,4,2011-01-31,793
784849,2455207,2,2011-01-31,793
784853,2455230,1,2011-01-31,793
784859,2455236,2,2011-01-31,793
784865,2455243,1,2011-01-31,793
784871,2455249,2,2011-01-31,793
784875,2455250,2,2011-01-31,793
784881,2455251,1,2011-01-31,793
784887,2455252,1,2011-01-31,793
784893,2455254,2,2011-01-31,793
784899,2455314,5,2011-01-31,793
784905,2455317,3,2011-01-31,793
784911,2455324,2,2011-01-31,793
784917,2455331,3,2011-01-31,793
784923,2455338,2,2011-01-31,793
784930,2455364,8,2011-01-31,793
784934,2455387,1,2011-01-31,793
784940,2455409,3,2011-01-31,793
784946,2455414,2,2011-01-31,793
784952,2455418,2,2011-01-31,793
784955,2455501,3,2011-01-31,793
784961,2455512,2,2011-01-31,793
784964,2455529,2,2011-01-31,793
784970,2455544,3,2011-01-31,793
784977,2455555,3,2011-01-31,793
784983,2455573,3,2011-01-31,793
784989,2455697,2,2011-01-31,793
784995,2455760,1,2011-01-31,793
785002,2455788,2,2011-01-31,793
785008,2455826,7,2011-01-31,793
785014,2455832,8,2011-01-31,793
785021,2455833,2,2011-01-31,793
785027,2455835,3,2011-01-31,793
785034,2455845,2,2011-01-31,793
785040,2455846,4,2011-01-31,793
785047,2455847,2,2011-01-31,793
785054,2455848,6,2011-01-31,793
785060,2455850,1,2011-01-31,793
785067,2455854,5,2011-01-31,793
785073,2455855,2,2011-01-31,793
785079,2455868,6,2011-01-31,793
785085,2455874,6,2011-01-31,793
785088,2455876,1,2011-01-31,793
785094,2455886,4,2011-01-31,793
785100,2455892,5,2011-01-31,793
785107,2455894,4,2011-01-31,793
785114,2455900,2,2011-01-31,793
785121,2455902,2,2011-01-31,793
785128,2455903,2,2011-01-31,793
785134,2455915,3,2011-01-31,793
785140,2455923,2,2011-01-31,793
785147,2455925,2,2011-01-31,793
785153,2455926,4,2011-01-31,793
785159,2455930,3,2011-01-31,793
785165,2455932,2,2011-01-31,793
785172,2455933,2,2011-01-31,793
785178,2455936,1,2011-01-31,793
785184,2455937,2,2011-01-31,793
785191,2455942,1,2011-01-31,793
785197,2455950,1,2011-01-31,793
785203,2455953,2,2011-01-31,793
785209,2455962,2,2011-01-31,793
785215,2455963,1,2011-01-31,793
785222,2455967,2,2011-01-31,793
785227,2456010,5,2011-01-31,793
785233,2456030,5,2011-01-31,793
785239,2456049,6,2011-01-31,793
785245,2456050,4,2011-01-31,793
785252,2456051,5,2011-01-31,793
785258,2456062,1,2011-01-31,793
785267,2456066,5,2011-01-31,793
785274,2456074,2,2011-01-31,793
785282,2456083,2,2011-01-31,793
785288,2456094,5,2011-01-31,793
785294,2456095,5,2011-01-31,793
785300,2456102,4,2011-01-31,793
785307,2456104,2,2011-01-31,793
785314,2456118,2,2011-01-31,793
785320,2456119,3,2011-01-31,793
785327,2456136,2,2011-01-31,793
785334,2456138,4,2011-01-31,793
785340,2456140,1,2011-01-31,793
785346,2456150,4,2011-01-31,793
785352,2456157,3,2011-01-31,793
785355,2456164,3,2011-01-31,793
785360,2456192,2,2011-01-31,793
785366,2456233,1,2011-01-31,793
785371,2456297,2,2011-01-31,793
785377,2456338,4,2011-01-31,793
785380,2456364,7,2011-01-31,793
785386,2456369,8,2011-01-31,793
785392,2456371,6,2011-01-31,793
785398,2456373,5,2011-01-31,795
785404,2456375,7,2011-01-31,793
785410,2456377,6,2011-01-31,793
785417,2456379,6,2011-01-31,793
785422,2456380,6,2011-01-31,793
785428,2456382,5,2011-01-31,793
785435,2456386,7,2011-01-31,793
785442,2456396,4,2011-01-31,793
785448,2456398,4,2011-01-31,793
785454,2456407,4,2011-01-31,793
785460,2456426,1,2011-01-31,793
785466,2456431,3,2011-01-31,793
785471,2456432,3,2011-01-31,793
785477,2456435,3,2011-01-31,793
785484,2456446,4,2011-01-31,793
785490,2456456,3,2011-01-31,793
785496,2456464,4,2011-01-31,793
785502,2456472,3,2011-01-31,793
785508,2456477,2,2011-01-31,793
785514,2456485,1,2011-01-31,793
785521,2456490,3,2011-01-31,793
785528,2456491,2,2011-01-31,793
785534,2456492,2,2011-01-31,793
785541,2456495,2,2011-01-31,793
785547,2456497,2,2011-01-31,793
785553,2456500,2,2011-01-31,793
785559,2456502,3,2011-01-31,793
785565,2456509,1,2011-01-31,793
785571,2456511,1,2011-01-31,793
785577,2456516,1,2011-01-31,793
785583,2456518,2,2011-01-31,793
785589,2456519,1,2011-01-31,793
785595,2456555,4,2011-01-31,793
785601,2456556,6,2011-01-31,793
785607,2456565,2,2011-01-31,793
785613,2456594,1,2011-01-31,793
785619,2456610,1,2011-01-31,793
785624,2456620,2,2011-01-31,793
785630,2456624,3,2011-01-31,793
785636,2456628,4,2011-01-31,793
785642,2456637,3,2011-01-31,793
785649,2456638,5,2011-01-31,793
785655,2456648,2,2011-01-31,793
785661,2456652,4,2011-01-31,793
785667,2456665,2,2011-01-31,793
785673,2456680,4,2011-01-31,793
785678,2456682,4,2011-01-31,793
785684,2456716,4,2011-01-31,793
785690,2456732,4,2011-01-31,793
785696,2456779,2,2011-01-31,793
785702,2456818,4,2011-01-31,793
785709,2456853,2,2011-01-31,793
785715,2456918,2,2011-01-31,793
785718,2456963,1,2011-01-31,793
785724,2456965,6,2011-01-31,793
